OrderID,ProductID,UnitPrice,Quantity,Discount
10500.00,15.00,15.50,12.00,0.05
10500.00,28.00,45.60,8.00,0.05
10501.00,54.00,7.45,20.00,0.00
10502.00,45.00,9.50,21.00,0.00
10502.00,53.00,32.80,6.00,0.00
10502.00,67.00,14.00,30.00,0.00
10503.00,14.00,23.25,70.00,0.00
10503.00,65.00,21.05,20.00,0.00
10504.00,2.00,19.00,12.00,0.00
10504.00,21.00,10.00,12.00,0.00
10504.00,53.00,32.80,10.00,0.00
10504.00,61.00,28.50,25.00,0.00
10505.00,62.00,49.30,3.00,0.00
10506.00,25.00,14.00,18.00,0.10
10506.00,70.00,15.00,14.00,0.10
10507.00,43.00,46.00,15.00,0.15
10507.00,48.00,12.75,15.00,0.15
10508.00,13.00,6.00,10.00,0.00
10508.00,39.00,18.00,10.00,0.00
10509.00,28.00,45.60,3.00,0.00
10510.00,29.00,123.79,36.00,0.00
10510.00,75.00,7.75,36.00,0.10
10511.00,4.00,22.00,50.00,0.15
10511.00,7.00,30.00,50.00,0.15
10511.00,8.00,40.00,10.00,0.15
10512.00,24.00,4.50,10.00,0.15
10512.00,46.00,12.00,9.00,0.15
10512.00,47.00,9.50,6.00,0.15
10512.00,60.00,34.00,12.00,0.15
10513.00,21.00,10.00,40.00,0.20
10513.00,32.00,32.00,50.00,0.20
10513.00,61.00,28.50,15.00,0.20
10514.00,20.00,81.00,39.00,0.00
10514.00,28.00,45.60,35.00,0.00
10514.00,56.00,38.00,70.00,0.00
10514.00,65.00,21.05,39.00,0.00
10514.00,75.00,7.75,50.00,0.00
10515.00,9.00,97.00,16.00,0.15
10515.00,16.00,17.45,50.00,0.00
10515.00,27.00,43.90,120.00,0.00
10515.00,33.00,2.50,16.00,0.15
10515.00,60.00,34.00,84.00,0.15
10516.00,18.00,62.50,25.00,0.10
10516.00,41.00,9.65,80.00,0.10
10516.00,42.00,14.00,20.00,0.00
10517.00,52.00,7.00,6.00,0.00
10517.00,59.00,55.00,4.00,0.00
10517.00,70.00,15.00,6.00,0.00
10518.00,24.00,4.50,5.00,0.00
10518.00,38.00,263.50,15.00,0.00
10518.00,44.00,19.45,9.00,0.00
10519.00,10.00,31.00,16.00,0.05
10519.00,56.00,38.00,40.00,0.00
10519.00,60.00,34.00,10.00,0.05
10520.00,24.00,4.50,8.00,0.00
10520.00,53.00,32.80,5.00,0.00
10521.00,35.00,18.00,3.00,0.00
10521.00,41.00,9.65,10.00,0.00
10521.00,68.00,12.50,6.00,0.00
10522.00,1.00,18.00,40.00,0.20
10522.00,8.00,40.00,24.00,0.00
10522.00,30.00,25.89,20.00,0.20
10522.00,40.00,18.40,25.00,0.20
10523.00,17.00,39.00,25.00,0.10
10523.00,20.00,81.00,15.00,0.10
10523.00,37.00,26.00,18.00,0.10
10523.00,41.00,9.65,6.00,0.10
10524.00,10.00,31.00,2.00,0.00
10524.00,30.00,25.89,10.00,0.00
10524.00,43.00,46.00,60.00,0.00
10524.00,54.00,7.45,15.00,0.00
10525.00,36.00,19.00,30.00,0.00
10525.00,40.00,18.40,15.00,0.10
10526.00,1.00,18.00,8.00,0.15
10526.00,13.00,6.00,10.00,0.00
10526.00,56.00,38.00,30.00,0.15
10527.00,4.00,22.00,50.00,0.10
10527.00,36.00,19.00,30.00,0.10
10528.00,11.00,21.00,3.00,0.00
10528.00,33.00,2.50,8.00,0.20
10528.00,72.00,34.80,9.00,0.00
10529.00,55.00,24.00,14.00,0.00
10529.00,68.00,12.50,20.00,0.00
10529.00,69.00,36.00,10.00,0.00
10530.00,17.00,39.00,40.00,0.00
10530.00,43.00,46.00,25.00,0.00
10530.00,61.00,28.50,20.00,0.00
10530.00,76.00,18.00,50.00,0.00
10531.00,59.00,55.00,2.00,0.00
10532.00,30.00,25.89,15.00,0.00
10532.00,66.00,17.00,24.00,0.00
10533.00,4.00,22.00,50.00,0.05
10533.00,72.00,34.80,24.00,0.00
10533.00,73.00,15.00,24.00,0.05
10534.00,30.00,25.89,10.00,0.00
10534.00,40.00,18.40,10.00,0.20
10534.00,54.00,7.45,10.00,0.20
10535.00,11.00,21.00,50.00,0.10
10535.00,40.00,18.40,10.00,0.10
10535.00,57.00,19.50,5.00,0.10
10535.00,59.00,55.00,15.00,0.10
10536.00,12.00,38.00,15.00,0.25
10536.00,31.00,12.50,20.00,0.00
10536.00,33.00,2.50,30.00,0.00
10536.00,60.00,34.00,35.00,0.25
10537.00,31.00,12.50,30.00,0.00
10537.00,51.00,53.00,6.00,0.00
10537.00,58.00,13.25,20.00,0.00
10537.00,72.00,34.80,21.00,0.00
10537.00,73.00,15.00,9.00,0.00
10538.00,70.00,15.00,7.00,0.00
10538.00,72.00,34.80,1.00,0.00
10539.00,13.00,6.00,8.00,0.00
10539.00,21.00,10.00,15.00,0.00
10539.00,33.00,2.50,15.00,0.00
10539.00,49.00,20.00,6.00,0.00
10540.00,3.00,10.00,60.00,0.00
10540.00,26.00,31.23,40.00,0.00
10540.00,38.00,263.50,30.00,0.00
10540.00,68.00,12.50,35.00,0.00
10541.00,24.00,4.50,35.00,0.10
10541.00,38.00,263.50,4.00,0.10
10541.00,65.00,21.05,36.00,0.10
10541.00,71.00,21.50,9.00,0.10
10542.00,11.00,21.00,15.00,0.05
10542.00,54.00,7.45,24.00,0.05
10543.00,12.00,38.00,30.00,0.15
10543.00,23.00,9.00,70.00,0.15
10544.00,28.00,45.60,7.00,0.00
10544.00,67.00,14.00,7.00,0.00
10545.00,11.00,21.00,10.00,0.00
10546.00,7.00,30.00,10.00,0.00
10546.00,35.00,18.00,30.00,0.00
10546.00,62.00,49.30,40.00,0.00
10547.00,32.00,32.00,24.00,0.15
10547.00,36.00,19.00,60.00,0.00
10548.00,34.00,14.00,10.00,0.25
10548.00,41.00,9.65,14.00,0.00
10549.00,31.00,12.50,55.00,0.15
10549.00,45.00,9.50,100.00,0.15
10549.00,51.00,53.00,48.00,0.15
10550.00,17.00,39.00,8.00,0.10
10550.00,19.00,9.20,10.00,0.00
10550.00,21.00,10.00,6.00,0.10
10550.00,61.00,28.50,10.00,0.10
10551.00,16.00,17.45,40.00,0.15
10551.00,35.00,18.00,20.00,0.15
10551.00,44.00,19.45,40.00,0.00
10552.00,69.00,36.00,18.00,0.00
10552.00,75.00,7.75,30.00,0.00
10553.00,11.00,21.00,15.00,0.00
10553.00,16.00,17.45,14.00,0.00
10553.00,22.00,21.00,24.00,0.00
10553.00,31.00,12.50,30.00,0.00
10553.00,35.00,18.00,6.00,0.00
10554.00,16.00,17.45,30.00,0.05
10554.00,23.00,9.00,20.00,0.05
10554.00,62.00,49.30,20.00,0.05
10554.00,77.00,13.00,10.00,0.05
10555.00,14.00,23.25,30.00,0.20
10555.00,19.00,9.20,35.00,0.20
10555.00,24.00,4.50,18.00,0.20
10555.00,51.00,53.00,20.00,0.20
10555.00,56.00,38.00,40.00,0.20
10556.00,72.00,34.80,24.00,0.00
10557.00,64.00,33.25,30.00,0.00
10557.00,75.00,7.75,20.00,0.00
10558.00,47.00,9.50,25.00,0.00
10558.00,51.00,53.00,20.00,0.00
10558.00,52.00,7.00,30.00,0.00
10558.00,53.00,32.80,18.00,0.00
10558.00,73.00,15.00,3.00,0.00
10559.00,41.00,9.65,12.00,0.05
10559.00,55.00,24.00,18.00,0.05
10560.00,30.00,25.89,20.00,0.00
10560.00,62.00,49.30,15.00,0.25
10561.00,44.00,19.45,10.00,0.00
10561.00,51.00,53.00,50.00,0.00
10562.00,33.00,2.50,20.00,0.10
10562.00,62.00,49.30,10.00,0.10
10563.00,36.00,19.00,25.00,0.00
10563.00,52.00,7.00,70.00,0.00
10564.00,17.00,39.00,16.00,0.05
10564.00,31.00,12.50,6.00,0.05
10564.00,55.00,24.00,25.00,0.05
10565.00,24.00,4.50,25.00,0.10
10565.00,64.00,33.25,18.00,0.10
10566.00,11.00,21.00,35.00,0.15
10566.00,18.00,62.50,18.00,0.15
10566.00,76.00,18.00,10.00,0.00
10567.00,31.00,12.50,60.00,0.20
10567.00,51.00,53.00,3.00,0.00
10567.00,59.00,55.00,40.00,0.20
10568.00,10.00,31.00,5.00,0.00
10569.00,31.00,12.50,35.00,0.20
10569.00,76.00,18.00,30.00,0.00
10570.00,11.00,21.00,15.00,0.05
10570.00,56.00,38.00,60.00,0.05
10571.00,14.00,23.25,11.00,0.15
10571.00,42.00,14.00,28.00,0.15
10572.00,16.00,17.45,12.00,0.10
10572.00,32.00,32.00,10.00,0.10
10572.00,40.00,18.40,50.00,0.00
10572.00,75.00,7.75,15.00,0.10
10573.00,17.00,39.00,18.00,0.00
10573.00,34.00,14.00,40.00,0.00
10573.00,53.00,32.80,25.00,0.00
10574.00,33.00,2.50,14.00,0.00
10574.00,40.00,18.40,2.00,0.00
10574.00,62.00,49.30,10.00,0.00
10574.00,64.00,33.25,6.00,0.00
10575.00,59.00,55.00,12.00,0.00
10575.00,63.00,43.90,6.00,0.00
10575.00,72.00,34.80,30.00,0.00
10575.00,76.00,18.00,10.00,0.00
10576.00,1.00,18.00,10.00,0.00
10576.00,31.00,12.50,20.00,0.00
10576.00,44.00,19.45,21.00,0.00
10577.00,39.00,18.00,10.00,0.00
10577.00,75.00,7.75,20.00,0.00
10577.00,77.00,13.00,18.00,0.00
10578.00,35.00,18.00,20.00,0.00
10578.00,57.00,19.50,6.00,0.00
10579.00,15.00,15.50,10.00,0.00
10579.00,75.00,7.75,21.00,0.00
10580.00,14.00,23.25,15.00,0.05
10580.00,41.00,9.65,9.00,0.05
10580.00,65.00,21.05,30.00,0.05
10581.00,75.00,7.75,50.00,0.20
10582.00,57.00,19.50,4.00,0.00
10582.00,76.00,18.00,14.00,0.00
10583.00,29.00,123.79,10.00,0.00
10583.00,60.00,34.00,24.00,0.15
10583.00,69.00,36.00,10.00,0.15
10584.00,31.00,12.50,50.00,0.05
10585.00,47.00,9.50,15.00,0.00
10586.00,52.00,7.00,4.00,0.15
10587.00,26.00,31.23,6.00,0.00
10587.00,35.00,18.00,20.00,0.00
10587.00,77.00,13.00,20.00,0.00
10588.00,18.00,62.50,40.00,0.20
10588.00,42.00,14.00,100.00,0.20
10589.00,35.00,18.00,4.00,0.00
10590.00,1.00,18.00,20.00,0.00
10590.00,77.00,13.00,60.00,0.05
10591.00,3.00,10.00,14.00,0.00
10591.00,7.00,30.00,10.00,0.00
10591.00,54.00,7.45,50.00,0.00
10592.00,15.00,15.50,25.00,0.05
10592.00,26.00,31.23,5.00,0.05
10593.00,20.00,81.00,21.00,0.20
10593.00,69.00,36.00,20.00,0.20
10593.00,76.00,18.00,4.00,0.20
10594.00,52.00,7.00,24.00,0.00
10594.00,58.00,13.25,30.00,0.00
10595.00,35.00,18.00,30.00,0.25
10595.00,61.00,28.50,120.00,0.25
10595.00,69.00,36.00,65.00,0.25
10596.00,56.00,38.00,5.00,0.20
10596.00,63.00,43.90,24.00,0.20
10596.00,75.00,7.75,30.00,0.20
10597.00,24.00,4.50,35.00,0.20
10597.00,57.00,19.50,20.00,0.00
10597.00,65.00,21.05,12.00,0.20
10598.00,27.00,43.90,50.00,0.00
10598.00,71.00,21.50,9.00,0.00
10599.00,62.00,49.30,10.00,0.00
10600.00,54.00,7.45,4.00,0.00
10600.00,73.00,15.00,30.00,0.00
10601.00,13.00,6.00,60.00,0.00
10601.00,59.00,55.00,35.00,0.00
10602.00,77.00,13.00,5.00,0.25
10603.00,22.00,21.00,48.00,0.00
10603.00,49.00,20.00,25.00,0.05
10604.00,48.00,12.75,6.00,0.10
10604.00,76.00,18.00,10.00,0.10
10605.00,16.00,17.45,30.00,0.05
10605.00,59.00,55.00,20.00,0.05
10605.00,60.00,34.00,70.00,0.05
10605.00,71.00,21.50,15.00,0.05
10606.00,4.00,22.00,20.00,0.20
10606.00,55.00,24.00,20.00,0.20
10606.00,62.00,49.30,10.00,0.20
10607.00,7.00,30.00,45.00,0.00
10607.00,17.00,39.00,100.00,0.00
10607.00,33.00,2.50,14.00,0.00
10607.00,40.00,18.40,42.00,0.00
10607.00,72.00,34.80,12.00,0.00
10608.00,56.00,38.00,28.00,0.00
10609.00,1.00,18.00,3.00,0.00
10609.00,10.00,31.00,10.00,0.00
10609.00,21.00,10.00,6.00,0.00
10610.00,36.00,19.00,21.00,0.25
10611.00,1.00,18.00,6.00,0.00
10611.00,2.00,19.00,10.00,0.00
10611.00,60.00,34.00,15.00,0.00
10612.00,10.00,31.00,70.00,0.00
10612.00,36.00,19.00,55.00,0.00
10612.00,49.00,20.00,18.00,0.00
10612.00,60.00,34.00,40.00,0.00
10612.00,76.00,18.00,80.00,0.00
10613.00,13.00,6.00,8.00,0.10
10613.00,75.00,7.75,40.00,0.00
10614.00,11.00,21.00,14.00,0.00
10614.00,21.00,10.00,8.00,0.00
10614.00,39.00,18.00,5.00,0.00
10615.00,55.00,24.00,5.00,0.00
10616.00,38.00,263.50,15.00,0.05
10616.00,56.00,38.00,14.00,0.00
10616.00,70.00,15.00,15.00,0.05
10616.00,71.00,21.50,15.00,0.05
10617.00,59.00,55.00,30.00,0.15
10618.00,6.00,25.00,70.00,0.00
10618.00,56.00,38.00,20.00,0.00
10618.00,68.00,12.50,15.00,0.00
10619.00,21.00,10.00,42.00,0.00
10619.00,22.00,21.00,40.00,0.00
10620.00,24.00,4.50,5.00,0.00
10620.00,52.00,7.00,5.00,0.00
10621.00,19.00,9.20,5.00,0.00
10621.00,23.00,9.00,10.00,0.00
10621.00,70.00,15.00,20.00,0.00
10621.00,71.00,21.50,15.00,0.00
10622.00,2.00,19.00,20.00,0.00
10622.00,68.00,12.50,18.00,0.20
10623.00,14.00,23.25,21.00,0.00
10623.00,19.00,9.20,15.00,0.10
10623.00,21.00,10.00,25.00,0.10
10623.00,24.00,4.50,3.00,0.00
10623.00,35.00,18.00,30.00,0.10
10624.00,28.00,45.60,10.00,0.00
10624.00,29.00,123.79,6.00,0.00
10624.00,44.00,19.45,10.00,0.00
10625.00,14.00,23.25,3.00,0.00
10625.00,42.00,14.00,5.00,0.00
10625.00,60.00,34.00,10.00,0.00
10626.00,53.00,32.80,12.00,0.00
10626.00,60.00,34.00,20.00,0.00
10626.00,71.00,21.50,20.00,0.00
10627.00,62.00,49.30,15.00,0.00
10627.00,73.00,15.00,35.00,0.15
10628.00,1.00,18.00,25.00,0.00
10629.00,29.00,123.79,20.00,0.00
10629.00,64.00,33.25,9.00,0.00
10630.00,55.00,24.00,12.00,0.05
10630.00,76.00,18.00,35.00,0.00
10631.00,75.00,7.75,8.00,0.10
10632.00,2.00,19.00,30.00,0.05
10632.00,33.00,2.50,20.00,0.05
10633.00,12.00,38.00,36.00,0.15
10633.00,13.00,6.00,13.00,0.15
10633.00,26.00,31.23,35.00,0.15
10633.00,62.00,49.30,80.00,0.15
10634.00,7.00,30.00,35.00,0.00
10634.00,18.00,62.50,50.00,0.00
10634.00,51.00,53.00,15.00,0.00
10634.00,75.00,7.75,2.00,0.00
10635.00,4.00,22.00,10.00,0.10
10635.00,5.00,21.35,15.00,0.10
10635.00,22.00,21.00,40.00,0.00
10636.00,4.00,22.00,25.00,0.00
10636.00,58.00,13.25,6.00,0.00
10637.00,11.00,21.00,10.00,0.00
10637.00,50.00,16.25,25.00,0.05
10637.00,56.00,38.00,60.00,0.05
10638.00,45.00,9.50,20.00,0.00
10638.00,65.00,21.05,21.00,0.00
10638.00,72.00,34.80,60.00,0.00
10639.00,18.00,62.50,8.00,0.00
10640.00,69.00,36.00,20.00,0.25
10640.00,70.00,15.00,15.00,0.25
10641.00,2.00,19.00,50.00,0.00
10641.00,40.00,18.40,60.00,0.00
10642.00,21.00,10.00,30.00,0.20
10642.00,61.00,28.50,20.00,0.20
10643.00,28.00,45.60,15.00,0.25
10643.00,39.00,18.00,21.00,0.25
10643.00,46.00,12.00,2.00,0.25
10644.00,18.00,62.50,4.00,0.10
10644.00,43.00,46.00,20.00,0.00
10644.00,46.00,12.00,21.00,0.10
10645.00,18.00,62.50,20.00,0.00
10645.00,36.00,19.00,15.00,0.00
10646.00,1.00,18.00,15.00,0.25
10646.00,10.00,31.00,18.00,0.25
10646.00,71.00,21.50,30.00,0.25
10646.00,77.00,13.00,35.00,0.25
10647.00,19.00,9.20,30.00,0.00
10647.00,39.00,18.00,20.00,0.00
10648.00,22.00,21.00,15.00,0.00
10648.00,24.00,4.50,15.00,0.15
10649.00,28.00,45.60,20.00,0.00
10649.00,72.00,34.80,15.00,0.00
10650.00,30.00,25.89,30.00,0.00
10650.00,53.00,32.80,25.00,0.05
10650.00,54.00,7.45,30.00,0.00
10651.00,19.00,9.20,12.00,0.25
10651.00,22.00,21.00,20.00,0.25
10652.00,30.00,25.89,2.00,0.25
10652.00,42.00,14.00,20.00,0.00
10653.00,16.00,17.45,30.00,0.10
10653.00,60.00,34.00,20.00,0.10
10654.00,4.00,22.00,12.00,0.10
10654.00,39.00,18.00,20.00,0.10
10654.00,54.00,7.45,6.00,0.10
10655.00,41.00,9.65,20.00,0.20
10656.00,14.00,23.25,3.00,0.10
10656.00,44.00,19.45,28.00,0.10
10656.00,47.00,9.50,6.00,0.10
10657.00,15.00,15.50,50.00,0.00
10657.00,41.00,9.65,24.00,0.00
10657.00,46.00,12.00,45.00,0.00
10657.00,47.00,9.50,10.00,0.00
10657.00,56.00,38.00,45.00,0.00
10657.00,60.00,34.00,30.00,0.00
10658.00,21.00,10.00,60.00,0.00
10658.00,40.00,18.40,70.00,0.05
10658.00,60.00,34.00,55.00,0.05
10658.00,77.00,13.00,70.00,0.05
10659.00,31.00,12.50,20.00,0.05
10659.00,40.00,18.40,24.00,0.05
10659.00,70.00,15.00,40.00,0.05
10660.00,20.00,81.00,21.00,0.00
10661.00,39.00,18.00,3.00,0.20
10661.00,58.00,13.25,49.00,0.20
10662.00,68.00,12.50,10.00,0.00
10663.00,40.00,18.40,30.00,0.05
10663.00,42.00,14.00,30.00,0.05
10663.00,51.00,53.00,20.00,0.05
10664.00,10.00,31.00,24.00,0.15
10664.00,56.00,38.00,12.00,0.15
10664.00,65.00,21.05,15.00,0.15
10665.00,51.00,53.00,20.00,0.00
10665.00,59.00,55.00,1.00,0.00
10665.00,76.00,18.00,10.00,0.00
10666.00,29.00,123.79,36.00,0.00
10666.00,65.00,21.05,10.00,0.00
10667.00,69.00,36.00,45.00,0.20
10667.00,71.00,21.50,14.00,0.20
10668.00,31.00,12.50,8.00,0.10
10668.00,55.00,24.00,4.00,0.10
10668.00,64.00,33.25,15.00,0.10
10669.00,36.00,19.00,30.00,0.00
10670.00,23.00,9.00,32.00,0.00
10670.00,46.00,12.00,60.00,0.00
10670.00,67.00,14.00,25.00,0.00
10670.00,73.00,15.00,50.00,0.00
10670.00,75.00,7.75,25.00,0.00
10671.00,16.00,17.45,10.00,0.00
10671.00,62.00,49.30,10.00,0.00
10671.00,65.00,21.05,12.00,0.00
10672.00,38.00,263.50,15.00,0.10
10672.00,71.00,21.50,12.00,0.00
10673.00,16.00,17.45,3.00,0.00
10673.00,42.00,14.00,6.00,0.00
10673.00,43.00,46.00,6.00,0.00
10674.00,23.00,9.00,5.00,0.00
10675.00,14.00,23.25,30.00,0.00
10675.00,53.00,32.80,10.00,0.00
10675.00,58.00,13.25,30.00,0.00
10676.00,10.00,31.00,2.00,0.00
10676.00,19.00,9.20,7.00,0.00
10676.00,44.00,19.45,21.00,0.00
10677.00,26.00,31.23,30.00,0.15
10677.00,33.00,2.50,8.00,0.15
10678.00,12.00,38.00,100.00,0.00
10678.00,33.00,2.50,30.00,0.00
10678.00,41.00,9.65,120.00,0.00
10678.00,54.00,7.45,30.00,0.00
10679.00,59.00,55.00,12.00,0.00
10680.00,16.00,17.45,50.00,0.25
10680.00,31.00,12.50,20.00,0.25
10680.00,42.00,14.00,40.00,0.25
10681.00,19.00,9.20,30.00,0.10
10681.00,21.00,10.00,12.00,0.10
10681.00,64.00,33.25,28.00,0.00
10682.00,33.00,2.50,30.00,0.00
10682.00,66.00,17.00,4.00,0.00
10682.00,75.00,7.75,30.00,0.00
10683.00,52.00,7.00,9.00,0.00
10684.00,40.00,18.40,20.00,0.00
10684.00,47.00,9.50,40.00,0.00
10684.00,60.00,34.00,30.00,0.00
10685.00,10.00,31.00,20.00,0.00
10685.00,41.00,9.65,4.00,0.00
10685.00,47.00,9.50,15.00,0.00
10686.00,17.00,39.00,30.00,0.20
10686.00,26.00,31.23,15.00,0.00
10687.00,9.00,97.00,50.00,0.25
10687.00,29.00,123.79,10.00,0.00
10687.00,36.00,19.00,6.00,0.25
10688.00,10.00,31.00,18.00,0.10
10688.00,28.00,45.60,60.00,0.10
10688.00,34.00,14.00,14.00,0.00
10689.00,1.00,18.00,35.00,0.25
10690.00,56.00,38.00,20.00,0.25
10690.00,77.00,13.00,30.00,0.25
10691.00,1.00,18.00,30.00,0.00
10691.00,29.00,123.79,40.00,0.00
10691.00,43.00,46.00,40.00,0.00
10691.00,44.00,19.45,24.00,0.00
10691.00,62.00,49.30,48.00,0.00
10692.00,63.00,43.90,20.00,0.00
10693.00,9.00,97.00,6.00,0.00
10693.00,54.00,7.45,60.00,0.15
10693.00,69.00,36.00,30.00,0.15
10693.00,73.00,15.00,15.00,0.15
10694.00,7.00,30.00,90.00,0.00
10694.00,59.00,55.00,25.00,0.00
10694.00,70.00,15.00,50.00,0.00
10695.00,8.00,40.00,10.00,0.00
10695.00,12.00,38.00,4.00,0.00
10695.00,24.00,4.50,20.00,0.00
10696.00,17.00,39.00,20.00,0.00
10696.00,46.00,12.00,18.00,0.00
10697.00,19.00,9.20,7.00,0.25
10697.00,35.00,18.00,9.00,0.25
10697.00,58.00,13.25,30.00,0.25
10697.00,70.00,15.00,30.00,0.25
10698.00,11.00,21.00,15.00,0.00
10698.00,17.00,39.00,8.00,0.05
10698.00,29.00,123.79,12.00,0.05
10698.00,65.00,21.05,65.00,0.05
10698.00,70.00,15.00,8.00,0.05
10699.00,47.00,9.50,12.00,0.00
10700.00,1.00,18.00,5.00,0.20
10700.00,34.00,14.00,12.00,0.20
10700.00,68.00,12.50,40.00,0.20
10700.00,71.00,21.50,60.00,0.20
10701.00,59.00,55.00,42.00,0.15
10701.00,71.00,21.50,20.00,0.15
10701.00,76.00,18.00,35.00,0.15
10702.00,3.00,10.00,6.00,0.00
10702.00,76.00,18.00,15.00,0.00
10703.00,2.00,19.00,5.00,0.00
10703.00,59.00,55.00,35.00,0.00
10703.00,73.00,15.00,35.00,0.00
10704.00,4.00,22.00,6.00,0.00
10704.00,24.00,4.50,35.00,0.00
10704.00,48.00,12.75,24.00,0.00
10705.00,31.00,12.50,20.00,0.00
10705.00,32.00,32.00,4.00,0.00
10706.00,16.00,17.45,20.00,0.00
10706.00,43.00,46.00,24.00,0.00
10706.00,59.00,55.00,8.00,0.00
10707.00,55.00,24.00,21.00,0.00
10707.00,57.00,19.50,40.00,0.00
10707.00,70.00,15.00,28.00,0.15
10708.00,5.00,21.35,4.00,0.00
10708.00,36.00,19.00,5.00,0.00
10709.00,8.00,40.00,40.00,0.00
10709.00,51.00,53.00,28.00,0.00
10709.00,60.00,34.00,10.00,0.00
10710.00,19.00,9.20,5.00,0.00
10710.00,47.00,9.50,5.00,0.00
10711.00,19.00,9.20,12.00,0.00
10711.00,41.00,9.65,42.00,0.00
10711.00,53.00,32.80,120.00,0.00
10712.00,53.00,32.80,3.00,0.05
10712.00,56.00,38.00,30.00,0.00
10713.00,10.00,31.00,18.00,0.00
10713.00,26.00,31.23,30.00,0.00
10713.00,45.00,9.50,110.00,0.00
10713.00,46.00,12.00,24.00,0.00
10714.00,2.00,19.00,30.00,0.25
10714.00,17.00,39.00,27.00,0.25
10714.00,47.00,9.50,50.00,0.25
10714.00,56.00,38.00,18.00,0.25
10714.00,58.00,13.25,12.00,0.25
10715.00,10.00,31.00,21.00,0.00
10715.00,71.00,21.50,30.00,0.00
10716.00,21.00,10.00,5.00,0.00
10716.00,51.00,53.00,7.00,0.00
10716.00,61.00,28.50,10.00,0.00
10717.00,21.00,10.00,32.00,0.05
10717.00,54.00,7.45,15.00,0.00
10717.00,69.00,36.00,25.00,0.05
10718.00,12.00,38.00,36.00,0.00
10718.00,16.00,17.45,20.00,0.00
10718.00,36.00,19.00,40.00,0.00
10718.00,62.00,49.30,20.00,0.00
10719.00,18.00,62.50,12.00,0.25
10719.00,30.00,25.89,3.00,0.25
10719.00,54.00,7.45,40.00,0.25
10720.00,35.00,18.00,21.00,0.00
10720.00,71.00,21.50,8.00,0.00
10721.00,44.00,19.45,50.00,0.05
10722.00,2.00,19.00,3.00,0.00
10722.00,31.00,12.50,50.00,0.00
10722.00,68.00,12.50,45.00,0.00
10722.00,75.00,7.75,42.00,0.00
10723.00,26.00,31.23,15.00,0.00
10724.00,10.00,31.00,16.00,0.00
10724.00,61.00,28.50,5.00,0.00
10725.00,41.00,9.65,12.00,0.00
10725.00,52.00,7.00,4.00,0.00
10725.00,55.00,24.00,6.00,0.00
10726.00,4.00,22.00,25.00,0.00
10726.00,11.00,21.00,5.00,0.00
10727.00,17.00,39.00,20.00,0.05
10727.00,56.00,38.00,10.00,0.05
10727.00,59.00,55.00,10.00,0.05
10728.00,30.00,25.89,15.00,0.00
10728.00,40.00,18.40,6.00,0.00
10728.00,55.00,24.00,12.00,0.00
10728.00,60.00,34.00,15.00,0.00
10729.00,1.00,18.00,50.00,0.00
10729.00,21.00,10.00,30.00,0.00
10729.00,50.00,16.25,40.00,0.00
10730.00,16.00,17.45,15.00,0.05
10730.00,31.00,12.50,3.00,0.05
10730.00,65.00,21.05,10.00,0.05
10731.00,21.00,10.00,40.00,0.05
10731.00,51.00,53.00,30.00,0.05
10732.00,76.00,18.00,20.00,0.00
10733.00,14.00,23.25,16.00,0.00
10733.00,28.00,45.60,20.00,0.00
10733.00,52.00,7.00,25.00,0.00
10734.00,6.00,25.00,30.00,0.00
10734.00,30.00,25.89,15.00,0.00
10734.00,76.00,18.00,20.00,0.00
10735.00,61.00,28.50,20.00,0.10
10735.00,77.00,13.00,2.00,0.10
10736.00,65.00,21.05,40.00,0.00
10736.00,75.00,7.75,20.00,0.00
10737.00,13.00,6.00,4.00,0.00
10737.00,41.00,9.65,12.00,0.00
10738.00,16.00,17.45,3.00,0.00
10739.00,36.00,19.00,6.00,0.00
10739.00,52.00,7.00,18.00,0.00
10740.00,28.00,45.60,5.00,0.20
10740.00,35.00,18.00,35.00,0.20
10740.00,45.00,9.50,40.00,0.20
10740.00,56.00,38.00,14.00,0.20
10741.00,2.00,19.00,15.00,0.20
10742.00,3.00,10.00,20.00,0.00
10742.00,60.00,34.00,50.00,0.00
10742.00,72.00,34.80,35.00,0.00
10743.00,46.00,12.00,28.00,0.05
10744.00,40.00,18.40,50.00,0.20
10745.00,18.00,62.50,24.00,0.00
10745.00,44.00,19.45,16.00,0.00
10745.00,59.00,55.00,45.00,0.00
10745.00,72.00,34.80,7.00,0.00
10746.00,13.00,6.00,6.00,0.00
10746.00,42.00,14.00,28.00,0.00
10746.00,62.00,49.30,9.00,0.00
10746.00,69.00,36.00,40.00,0.00
10747.00,31.00,12.50,8.00,0.00
10747.00,41.00,9.65,35.00,0.00
10747.00,63.00,43.90,9.00,0.00
10747.00,69.00,36.00,30.00,0.00
10748.00,23.00,9.00,44.00,0.00
10748.00,40.00,18.40,40.00,0.00
10748.00,56.00,38.00,28.00,0.00
10749.00,56.00,38.00,15.00,0.00
10749.00,59.00,55.00,6.00,0.00
10749.00,76.00,18.00,10.00,0.00
10750.00,14.00,23.25,5.00,0.15
10750.00,45.00,9.50,40.00,0.15
10750.00,59.00,55.00,25.00,0.15
10751.00,26.00,31.23,12.00,0.10
10751.00,30.00,25.89,30.00,0.00
10751.00,50.00,16.25,20.00,0.10
10751.00,73.00,15.00,15.00,0.00
